cluster,celltype_full,score,score_rank,db,species,organ,celltype,n_genes
5,CUI_DEVELOPING_HEART_ENDOCARDIAL_CELL | Human | MSigDB,0.4836003014,82,MSigDB,Human,,CUI_DEVELOPING_HEART_ENDOCARDIAL_CELL,19
5,HPCA_T_cells_CD4+ | Human | SaVanT,0.4823315192,83,SaVanT,Human,,HPCA_T_cells_CD4+,49
5,HBA_Pituitary | Human | SaVanT,0.4821860629,84,SaVanT,Human,,HBA_Pituitary,19
5,NK cells_NOVERSHTERN_1 | Human | xCell,0.4808776807,85,xCell,Human,,NK cells_NOVERSHTERN_1,6
5,CD8+ Tcm_BLUEPRINT_3 | Human | xCell,0.4802436959,86,xCell,Human,,CD8+ Tcm_BLUEPRINT_3,11
5,Epithelial cell | Kidney | Human | CellMarker,0.4799735574,87,CellMarker,Human,Kidney,Epithelial cell,5
5,CD4+ Tcm_BLUEPRINT_2 | Human | xCell,0.4794916302,88,xCell,Human,,CD4+ Tcm_BLUEPRINT_2,23
5,CD4+ memory T-cells_IRIS_3 | Human | xCell,0.4792962574,89,xCell,Human,,CD4+ memory T-cells_IRIS_3,14
5,CD4+ Tem_HPCA_2 | Human | xCell,0.4783751258,90,xCell,Human,,CD4+ Tem_HPCA_2,32
5,IMGN_T_4Nve_PP | Mouse | SaVanT,0.4770526889,91,SaVanT,Mouse,,IMGN_T_4Nve_PP,45
5,CD4+ Tcm_HPCA_1 | Human | xCell,0.475138922,92,xCell,Human,,CD4+ Tcm_HPCA_1,36
5,IMGN_T_4FP3-_Sp | Mouse | SaVanT,0.4749057003,93,SaVanT,Mouse,,IMGN_T_4FP3-_Sp,45
5,Submandibular gland | Mouse | TISSUES,0.4744525575,94,TISSUES,Mouse,,Submandibular gland,5
5,CD4+ T-cells_FANTOM_1 | Human | xCell,0.4713911833,95,xCell,Human,,CD4+ T-cells_FANTOM_1,20
5,Cancer stem cell (Lung Cancer) | Lung | Mouse | CellMarker,0.4708129434,96,CellMarker,Mouse,Lung,Cancer stem cell (Lung Cancer),5
5,Lep_BT | SaVanT,0.4694423277,97,SaVanT,,,Lep_BT,10
5,IMGN_T_4+8int_Th | Mouse | SaVanT,0.4688860509,98,SaVanT,Mouse,,IMGN_T_4+8int_Th,41
5,pituitary | SaVanT,0.468728799,99,SaVanT,,,pituitary,21
5,ZHONG_PFC_C2_SOX5_BCL11B_POS_EXCITATORY_NEURON | Human | MSigDB,0.4683734986,100,MSigDB,Human,,ZHONG_PFC_C2_SOX5_BCL11B_POS_EXCITATORY_NEURON,14
6,CD4+ Tem_BLUEPRINT_3 | Human | xCell,0.7495463148,1,xCell,Human,,CD4+ Tem_BLUEPRINT_3,10
6,CUI_DEVELOPING_HEART_LEFT_ATRIAL_CARDIOMYOCYTE | Human | MSigDB,0.7112143982,2,MSigDB,Human,,CUI_DEVELOPING_HEART_LEFT_ATRIAL_CARDIOMYOCYTE,5
6,CD8+ Tcm_HPCA_2 | Human | xCell,0.6595467657,3,xCell,Human,,CD8+ Tcm_HPCA_2,8
6,Effector T cell | Human | CellMarker,0.6350481076,4,CellMarker,Human,,Effector T cell,8
6,Eosinophils | Immune system | Mouse | PanglaoDB,0.6349856167,5,PanglaoDB,Mouse,Immune system,Eosinophils,9
6,CD4+ Tcm_NOVERSHTERN_1 | Human | xCell,0.6212114065,6,xCell,Human,,CD4+ Tcm_NOVERSHTERN_1,10
6,Tregs_BLUEPRINT_2 | Human | xCell,0.6202369723,7,xCell,Human,,Tregs_BLUEPRINT_2,8
6,Tregs_FANTOM_1 | Human | xCell,0.6202369723,8,xCell,Human,,Tregs_FANTOM_1,8
6,Nuocytes | Immune system | Human | PanglaoDB,0.6190541847,9,PanglaoDB,Human,Immune system,Nuocytes,6
6,Nuocytes | Immune system | Mouse | PanglaoDB,0.6190541847,10,PanglaoDB,Mouse,Immune system,Nuocytes,6
6,Effector T cell | Mouse | CellMarker,0.6184797317,11,CellMarker,Mouse,,Effector T cell,11
6,Natural killer T cells | Immune system | Human | PanglaoDB,0.6146227213,12,PanglaoDB,Human,Immune system,Natural killer T cells,17
6,Natural killer T cells | Immune system | Mouse | PanglaoDB,0.6146227213,13,PanglaoDB,Mouse,Immune system,Natural killer T cells,17
6,CD4+ Tcm_NOVERSHTERN_2 | Human | xCell,0.6118695731,14,xCell,Human,,CD4+ Tcm_NOVERSHTERN_2,8
6,Enteric glia cells | GI tract | Human | PanglaoDB,0.6113294641,15,PanglaoDB,Human,GI tract,Enteric glia cells,7
6,Enteric glia cells | GI tract | Mouse | PanglaoDB,0.6113294641,16,PanglaoDB,Mouse,GI tract,Enteric glia cells,7
6,Interneuron-selective cell | Brain | Mouse | CellMarker,0.6107899379,17,CellMarker,Mouse,Brain,Interneuron-selective cell,5
6,NK cells_NOVERSHTERN_3 | Human | xCell,0.6080176367,18,xCell,Human,,NK cells_NOVERSHTERN_3,8
6,Tregs_HPCA_1 | Human | xCell,0.6052854579,19,xCell,Human,,Tregs_HPCA_1,6
6,Mesenchymal stem cell | Human | TISSUES,0.6043669849,20,TISSUES,Human,,Mesenchymal stem cell,6
6,CD4+ memory T-cells_FANTOM_2 | Human | xCell,0.5995179834,21,xCell,Human,,CD4+ memory T-cells_FANTOM_2,9
6,Natural killer T (NKT) cell | Peripheral blood | Human | CellMarker,0.5955209884,22,CellMarker,Human,Peripheral blood,Natural killer T (NKT) cell,7
6,Eosinophils_BLUEPRINT_3 | Human | xCell,0.5945426721,23,xCell,Human,,Eosinophils_BLUEPRINT_3,7
6,CD4+ T-cells_FANTOM_2 | Human | xCell,0.5934601385,24,xCell,Human,,CD4+ T-cells_FANTOM_2,8
6,ly Endothelial cells_FANTOM_3 | Human | xCell,0.5898364953,25,xCell,Human,,ly Endothelial cells_FANTOM_3,5
6,CD8+ Tcm_HPCA_1 | Human | xCell,0.5890667483,26,xCell,Human,,CD8+ Tcm_HPCA_1,17
6,Memory B cell | Lymphoid tissue | Mouse | CellMarker,0.5837510692,27,CellMarker,Mouse,Lymphoid tissue,Memory B cell,5
6,NK cells_FANTOM_1 | Human | xCell,0.5832390032,28,xCell,Human,,NK cells_FANTOM_1,10
6,Chromaffin cells | Adrenal glands | Human | PanglaoDB,0.5815432283,29,PanglaoDB,Human,Adrenal glands,Chromaffin cells,7
6,Chromaffin cells | Adrenal glands | Mouse | PanglaoDB,0.5815432283,30,PanglaoDB,Mouse,Adrenal glands,Chromaffin cells,7
6,Pericytes_FANTOM_1 | Human | xCell,0.580359808,31,xCell,Human,,Pericytes_FANTOM_1,6
6,Follicular helper (Tfh) T cell | Mouse | CellMarker,0.5795618971,32,CellMarker,Mouse,,Follicular helper (Tfh) T cell,6
6,Epithelium | Mouse | TISSUES,0.5792939584,33,TISSUES,Mouse,,Epithelium,9
6,Myocytes_ENCODE_2 | Human | xCell,0.5780832199,34,xCell,Human,,Myocytes_ENCODE_2,9
6,Cancer stem cell (Lung Cancer) | Lung | Mouse | CellMarker,0.5729097204,35,CellMarker,Mouse,Lung,Cancer stem cell (Lung Cancer),5
6,Gamma (PP) cells | Pancreas | Human | PanglaoDB,0.572647435,36,PanglaoDB,Human,Pancreas,Gamma (PP) cells,5
6,CD4plus_T-cell | SaVanT,0.5710018417,37,SaVanT,,,CD4plus_T-cell,50
6,CD8+ Tem_BLUEPRINT_1 | Human | xCell,0.5669646414,38,xCell,Human,,CD8+ Tem_BLUEPRINT_1,7
6,Hepatocyte | Liver | Mouse | CellMarker,0.5640426395,39,CellMarker,Mouse,Liver,Hepatocyte,5
6,Rheaume et al.Nat Commun.22 | Retina | Mouse | CellMarker,0.5622850278,40,CellMarker,Mouse,Retina,Rheaume et al.Nat Commun.22,7
6,GMP_HPCA_2 | Human | xCell,0.5591285946,41,xCell,Human,,GMP_HPCA_2,7
6,Effector memory T cell | Mouse | CellMarker,0.5586077361,42,CellMarker,Mouse,,Effector memory T cell,5
6,HPCA_T_cells_CD8+ | Human | SaVanT,0.5501194364,43,SaVanT,Human,,HPCA_T_cells_CD8+,50
6,T cell | Lymphoid tissue | Mouse | CellMarker,0.547710035,44,CellMarker,Mouse,Lymphoid tissue,T cell,5
6,CD8+ Tcm_HPCA_3 | Human | xCell,0.5443473376,45,xCell,Human,,CD8+ Tcm_HPCA_3,39
6,NK cells_IRIS_3 | Human | xCell,0.5442836825,46,xCell,Human,,NK cells_IRIS_3,7
6,CD8+ T cell | Blood | Human | CellMarker,0.541470208,47,CellMarker,Human,Blood,CD8+ T cell,5
6,IMGN_T_8Mem_LN | Mouse | SaVanT,0.5388923585,48,SaVanT,Mouse,,IMGN_T_8Mem_LN,45
6,IMGN_T_4+8int_Th | Mouse | SaVanT,0.5386397027,49,SaVanT,Mouse,,IMGN_T_4+8int_Th,41
6,T helper2 (Th2) cell | Mouse | CellMarker,0.5373324647,50,CellMarker,Mouse,,T helper2 (Th2) cell,7
6,Natural killer cell | Peripheral blood | Human | CellMarker,0.5367559428,51,CellMarker,Human,Peripheral blood,Natural killer cell,12
6,CD8+ T-cells_FANTOM_2 | Human | xCell,0.5335093595,52,xCell,Human,,CD8+ T-cells_FANTOM_2,9
6,CD4+ memory T-cells_IRIS_3 | Human | xCell,0.5310722424,53,xCell,Human,,CD4+ memory T-cells_IRIS_3,14
6,CD8+ Tcm_BLUEPRINT_1 | Human | xCell,0.5291109911,54,xCell,Human,,CD8+ Tcm_BLUEPRINT_1,6
6,Eosinophils_BLUEPRINT_2 | Human | xCell,0.5289160078,55,xCell,Human,,Eosinophils_BLUEPRINT_2,6
6,Cancer stem cell (Glioma) | Human | CellMarker,0.5284366057,56,CellMarker,Human,,Cancer stem cell (Glioma),10
6,Macrophage | Bone marrow | Mouse | CellMarker,0.5261477493,57,CellMarker,Mouse,Bone marrow,Macrophage,6
6,CD8plus_T-cell | SaVanT,0.5255517551,58,SaVanT,,,CD8plus_T-cell,51
6,IMGN_T_8Eff_Sp_OT1_d8_VSVOva | Mouse | SaVanT,0.5246007979,59,SaVanT,Mouse,,IMGN_T_8Eff_Sp_OT1_d8_VSVOva,48
6,T cell | Blood | Human | CellMarker,0.5229428537,60,CellMarker,Human,Blood,T cell,5
6,IMGN_T_8Mem_Sp | Mouse | SaVanT,0.5212021243,61,SaVanT,Mouse,,IMGN_T_8Mem_Sp,46
6,Natural killer cell | Blood | Human | CellMarker,0.5204348314,62,CellMarker,Human,Blood,Natural killer cell,6
6,Microglial cell (Glioma) | Brain | Human | CellMarker,0.5177053241,63,CellMarker,Human,Brain,Microglial cell (Glioma),6
6,CD4+ memory T-cells_IRIS_1 | Human | xCell,0.5176887865,64,xCell,Human,,CD4+ memory T-cells_IRIS_1,6
6,CD8+ cytotoxic T cell | Human | CellMarker,0.517523875,65,CellMarker,Human,,CD8+ cytotoxic T cell,9
6,Intercalated cells | Kidney | Human | PanglaoDB,0.5174870817,66,PanglaoDB,Human,Kidney,Intercalated cells,5
6,Intercalated cells | Kidney | Mouse | PanglaoDB,0.5174870817,67,PanglaoDB,Mouse,Kidney,Intercalated cells,5
6,Megakaryocyte | Bone marrow | Mouse | CellMarker,0.5166298429,68,CellMarker,Mouse,Bone marrow,Megakaryocyte,10
6,CD4+ naive T-cells_IRIS_2 | Human | xCell,0.5164495785,69,xCell,Human,,CD4+ naive T-cells_IRIS_2,10
6,Rheaume et al.Nat Commun.39 | Retina | Mouse | CellMarker,0.5156105547,70,CellMarker,Mouse,Retina,Rheaume et al.Nat Commun.39,7
6,IMGN_T_8Eff_Sp_OT1_d8_LisOva | Mouse | SaVanT,0.5114607184,71,SaVanT,Mouse,,IMGN_T_8Eff_Sp_OT1_d8_LisOva,49
6,Eosinophils | Immune system | Human | PanglaoDB,0.5082931767,72,PanglaoDB,Human,Immune system,Eosinophils,12
6,Tregs_FANTOM_3 | Human | xCell,0.5074718685,73,xCell,Human,,Tregs_FANTOM_3,15
6,AIZARANI_LIVER_C28_NK_NKT_CELLS_6 | Human | MSigDB,0.5054012496,74,MSigDB,Human,,AIZARANI_LIVER_C28_NK_NKT_CELLS_6,65
6,Lake et al.Science.Ex4 | Brain | Human | CellMarker,0.5042554977,75,CellMarker,Human,Brain,Lake et al.Science.Ex4,6
6,CD3plus_T-cell | SaVanT,0.5041480072,76,SaVanT,,,CD3plus_T-cell,49
6,Cancer stem cell (Glioblastoma) | Human | CellMarker,0.5007832523,77,CellMarker,Human,,Cancer stem cell (Glioblastoma),8
6,Lep_BT | SaVanT,0.4988305114,78,SaVanT,,,Lep_BT,10
6,IMGN_T_8Eff_Sp_OT1_d6_VSVOva | Mouse | SaVanT,0.498769597,79,SaVanT,Mouse,,IMGN_T_8Eff_Sp_OT1_d6_VSVOva,48
6,Eosinophils_BLUEPRINT_1 | Human | xCell,0.4973329563,80,xCell,Human,,Eosinophils_BLUEPRINT_1,5
6,CD8+ Tem_BLUEPRINT_3 | Human | xCell,0.4961865256,81,xCell,Human,,CD8+ Tem_BLUEPRINT_3,44
6,Myeloid dendritic cell | Blood | Human | CellMarker,0.4960221434,82,CellMarker,Human,Blood,Myeloid dendritic cell,9
6,Myeloid dendritic cell | Intestine | Human | CellMarker,0.4960221434,83,CellMarker,Human,Intestine,Myeloid dendritic cell,9
6,Myeloid dendritic cell | Lung | Human | CellMarker,0.4960221434,84,CellMarker,Human,Lung,Myeloid dendritic cell,9
6,Myeloid dendritic cell | Skin | Human | CellMarker,0.4960221434,85,CellMarker,Human,Skin,Myeloid dendritic cell,9
6,Myeloid dendritic cell | Stomach | Human | CellMarker,0.4960221434,86,CellMarker,Human,Stomach,Myeloid dendritic cell,9
6,IMGN_T_8Eff_Sp_OT1_d15_LisOva | Mouse | SaVanT,0.4959450914,87,SaVanT,Mouse,,IMGN_T_8Eff_Sp_OT1_d15_LisOva,48
6,NK cells | Immune system | Mouse | PanglaoDB,0.4956289227,88,PanglaoDB,Mouse,Immune system,NK cells,47
6,AIZARANI_LIVER_C5_NK_NKT_CELLS_3 | Human | MSigDB,0.4949926433,89,MSigDB,Human,,AIZARANI_LIVER_C5_NK_NKT_CELLS_3,90
6,CD8+ Tem_NOVERSHTERN_2 | Human | xCell,0.4939739421,90,xCell,Human,,CD8+ Tem_NOVERSHTERN_2,15
6,IMGN_T_8Eff_Sp_OT1_d15_VSVOva | Mouse | SaVanT,0.4930042851,91,SaVanT,Mouse,,IMGN_T_8Eff_Sp_OT1_d15_VSVOva,48
6,Follicular helper (Tfh) T cell | Human | CellMarker,0.4916389733,92,CellMarker,Human,,Follicular helper (Tfh) T cell,12
6,T cell | Thymus | Human | CellMarker,0.4916176501,93,CellMarker,Human,Thymus,T cell,6
6,CD8+ Tcm_NOVERSHTERN_1 | Human | xCell,0.4911665431,94,xCell,Human,,CD8+ Tcm_NOVERSHTERN_1,22
6,T helper cells | Immune system | Human | PanglaoDB,0.4905931513,95,PanglaoDB,Human,Immune system,T helper cells,35
6,T helper cells | Immune system | Mouse | PanglaoDB,0.4905931513,96,PanglaoDB,Mouse,Immune system,T helper cells,35
6,Cancer stem cell (Breast Cancer) | Human | CellMarker,0.4903057164,97,CellMarker,Human,,Cancer stem cell (Breast Cancer),14
6,Exhausted T cell | Human | CellMarker,0.4898388682,98,CellMarker,Human,,Exhausted T cell,9
6,CD4+ Tcm_NOVERSHTERN_3 | Human | xCell,0.4895260062,99,xCell,Human,,CD4+ Tcm_NOVERSHTERN_3,34
6,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_CD8_T_CELLS | Human | MSigDB,0.4858233082,100,MSigDB,Human,,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_CD8_T_CELLS,51
7,Cancer stem cell (Hepatocellular Cancer) | Human | CellMarker,0.8091301647,1,CellMarker,Human,,Cancer stem cell (Hepatocellular Cancer),7
7,Cancer stem cell (Pancreatic Ductal Adenocarcinoma) | Human | CellMarker,0.7751595929,2,CellMarker,Human,,Cancer stem cell (Pancreatic Ductal Adenocarcinoma),5
7,CD4+ Tem_NOVERSHTERN_2 | Human | xCell,0.7702902188,3,xCell,Human,,CD4+ Tem_NOVERSHTERN_2,7
7,CD4+ Tem_NOVERSHTERN_3 | Human | xCell,0.7702902188,4,xCell,Human,,CD4+ Tem_NOVERSHTERN_3,7
7,Mucosal-associated invariant T cell (Hepatocellular Cancer) | Liver | Human | CellMarker,0.7654022469,5,CellMarker,Human,Liver,Mucosal-associated invariant T cell (Hepatocellular Cancer),48
7,Endothelial cell | Brain | Human | CellMarker,0.7601468137,6,CellMarker,Human,Brain,Endothelial cell,5
7,Cancer stem cell (Gastric Cancer) | Human | CellMarker,0.7457355278,7,CellMarker,Human,,Cancer stem cell (Gastric Cancer),5
7,Decidual cells | Reproductive | Human | PanglaoDB,0.7136232905,8,PanglaoDB,Human,Reproductive,Decidual cells,5
7,Decidual cells | Reproductive | Mouse | PanglaoDB,0.7136232905,9,PanglaoDB,Mouse,Reproductive,Decidual cells,5
7,Rheaume et al.Nat Commun.7 | Retina | Mouse | CellMarker,0.7094406,10,CellMarker,Mouse,Retina,Rheaume et al.Nat Commun.7,7
7,Renal proximal tubule | Human | TISSUES,0.6839819217,11,TISSUES,Human,,Renal proximal tubule,5
7,Renal tubule | Human | TISSUES,0.6839819217,12,TISSUES,Human,,Renal tubule,5
7,Natural killer T (NKT) cell | Peripheral blood | Human | CellMarker,0.6402700323,13,CellMarker,Human,Peripheral blood,Natural killer T (NKT) cell,7
7,CD8+ Tem_NOVERSHTERN_1 | Human | xCell,0.6321836098,14,xCell,Human,,CD8+ Tem_NOVERSHTERN_1,19
7,Fibroblasts_ENCODE_3 | Human | xCell,0.6295407699,15,xCell,Human,,Fibroblasts_ENCODE_3,6
7,NK cells_NOVERSHTERN_3 | Human | xCell,0.6258291752,16,xCell,Human,,NK cells_NOVERSHTERN_3,8
7,NK cells_FANTOM_3 | Human | xCell,0.6257924395,17,xCell,Human,,NK cells_FANTOM_3,6
7,CMP_HPCA_3 | Human | xCell,0.6238975304,18,xCell,Human,,CMP_HPCA_3,10
7,Angiogenic T cell | Blood | Human | CellMarker,0.61720358,19,CellMarker,Human,Blood,Angiogenic T cell,5
7,CD8+ Tem_NOVERSHTERN_3 | Human | xCell,0.6171886426,20,xCell,Human,,CD8+ Tem_NOVERSHTERN_3,17
7,CD8+ Tem_NOVERSHTERN_2 | Human | xCell,0.6144000924,21,xCell,Human,,CD8+ Tem_NOVERSHTERN_2,15
7,Eosinophils_NOVERSHTERN_3 | Human | xCell,0.6105973291,22,xCell,Human,,Eosinophils_NOVERSHTERN_3,6
7,Natural killer cell | Peripheral blood | Human | CellMarker,0.6096636005,23,CellMarker,Human,Peripheral blood,Natural killer cell,12
7,Natural killer cell | Kidney | Mouse | CellMarker,0.6077293066,24,CellMarker,Mouse,Kidney,Natural killer cell,28
7,Rheaume et al.Nat Commun.37 | Retina | Mouse | CellMarker,0.6073302301,25,CellMarker,Mouse,Retina,Rheaume et al.Nat Commun.37,5
7,Follicular cells | Thyroid | Human | PanglaoDB,0.6029897861,26,PanglaoDB,Human,Thyroid,Follicular cells,5
7,Follicular cells | Thyroid | Mouse | PanglaoDB,0.6029897861,27,PanglaoDB,Mouse,Thyroid,Follicular cells,5
7,M1 macrophage | Adipose tissue | Mouse | CellMarker,0.6026461224,28,CellMarker,Mouse,Adipose tissue,M1 macrophage,5
7,MEP_BLUEPRINT_2 | Human | xCell,0.6012714356,29,xCell,Human,,MEP_BLUEPRINT_2,5
7,Merkel cells | Skin | Human | PanglaoDB,0.5962374264,30,PanglaoDB,Human,Skin,Merkel cells,8
7,Natural killer cell | Blood | Human | CellMarker,0.5900446114,31,CellMarker,Human,Blood,Natural killer cell,6
7,Cancer stem cell (Bladder Cancer) | Bladder | Human | CellMarker,0.5807761763,32,CellMarker,Human,Bladder,Cancer stem cell (Bladder Cancer),5
7,Arterial cell | Embryo | Mouse | CellMarker,0.5802312609,33,CellMarker,Mouse,Embryo,Arterial cell,5
7,Merkel cells | Skin | Mouse | PanglaoDB,0.5784250576,34,PanglaoDB,Mouse,Skin,Merkel cells,7
7,Cancer stem cell (Lung Cancer) | Lung | Human | CellMarker,0.5758408212,35,CellMarker,Human,Lung,Cancer stem cell (Lung Cancer),5
7,Daltons lymphoma cell | Mouse | TISSUES,0.5703533614,36,TISSUES,Mouse,,Daltons lymphoma cell,6
7,T-cell lymphoma cell | Mouse | TISSUES,0.5703533614,37,TISSUES,Mouse,,T-cell lymphoma cell,6
7,Eosinophils_BLUEPRINT_3 | Human | xCell,0.5641324653,38,xCell,Human,,Eosinophils_BLUEPRINT_3,7
7,CMP_BLUEPRINT_2 | Human | xCell,0.5619078939,39,xCell,Human,,CMP_BLUEPRINT_2,9
7,Epidermal cell | Mouse | TISSUES,0.5613682083,40,TISSUES,Mouse,,Epidermal cell,8
7,Epithelial cell | Lacrimal gland | Mouse | CellMarker,0.560494609,41,CellMarker,Mouse,Lacrimal gland,Epithelial cell,7
7,Adipocytes_ENCODE_2 | Human | xCell,0.5589456924,42,xCell,Human,,Adipocytes_ENCODE_2,5
7,Adipocytes_HPCA_1 | Human | xCell,0.5589456924,43,xCell,Human,,Adipocytes_HPCA_1,5
7,Regulatory T (Treg) cell | Skin | Human | CellMarker,0.5514822309,44,CellMarker,Human,Skin,Regulatory T (Treg) cell,5
7,T helper cell | Liver | Human | CellMarker,0.5504882244,45,CellMarker,Human,Liver,T helper cell,11
7,NK cells | Immune system | Mouse | PanglaoDB,0.5491868542,46,PanglaoDB,Mouse,Immune system,NK cells,47
7,AIZARANI_LIVER_C12_NK_NKT_CELLS_4 | Human | MSigDB,0.5429716263,47,MSigDB,Human,,AIZARANI_LIVER_C12_NK_NKT_CELLS_4,33
7,AIZARANI_LIVER_C5_NK_NKT_CELLS_3 | Human | MSigDB,0.5420677932,48,MSigDB,Human,,AIZARANI_LIVER_C5_NK_NKT_CELLS_3,90
7,HAY_BONE_MARROW_CD8_T_CELL | Human | MSigDB,0.5395460952,49,MSigDB,Human,,HAY_BONE_MARROW_CD8_T_CELL,45
7,Ductal cells | Pancreas | Mouse | PanglaoDB,0.539224886,50,PanglaoDB,Mouse,Pancreas,Ductal cells,10
7,Eosinophil | Peripheral blood | Human | CellMarker,0.5351022971,51,CellMarker,Human,Peripheral blood,Eosinophil,5
7,Eosinophils | Immune system | Mouse | PanglaoDB,0.532188703,52,PanglaoDB,Mouse,Immune system,Eosinophils,9
7,Plasma cell | Lymphoid tissue | Mouse | CellMarker,0.5299019436,53,CellMarker,Mouse,Lymphoid tissue,Plasma cell,6
7,T cytotoxic cells | Immune system | Human | PanglaoDB,0.5290636107,54,PanglaoDB,Human,Immune system,T cytotoxic cells,7
7,T cytotoxic cells | Immune system | Mouse | PanglaoDB,0.5290636107,55,PanglaoDB,Mouse,Immune system,T cytotoxic cells,7
7,Effector T cell | Mouse | CellMarker,0.5283811636,56,CellMarker,Mouse,,Effector T cell,11
7,Effector memory T cell | Mouse | CellMarker,0.5266574028,57,CellMarker,Mouse,,Effector memory T cell,5
7,NK cells_NOVERSHTERN_1 | Human | xCell,0.5256292611,58,xCell,Human,,NK cells_NOVERSHTERN_1,6
7,ciliary_bodies | SaVanT,0.5189738984,59,SaVanT,,,ciliary_bodies,15
7,amygdala | SaVanT,0.5172262467,60,SaVanT,,,amygdala,12
7,Abdomen | Human | TISSUES,0.5150214395,61,TISSUES,Human,,Abdomen,5
7,Cancer stem cell (Glioblastoma) | Human | CellMarker,0.5132406573,62,CellMarker,Human,,Cancer stem cell (Glioblastoma),8
7,Retinal pigment epithelium | Human | TISSUES,0.5130806862,63,TISSUES,Human,,Retinal pigment epithelium,6
7,CD4+ cytotoxic T cell | Liver | Human | CellMarker,0.5124860934,64,CellMarker,Human,Liver,CD4+ cytotoxic T cell,58
7,Ductal cells | Pancreas | Human | PanglaoDB,0.5108981083,65,PanglaoDB,Human,Pancreas,Ductal cells,11
7,HPCA_NK_cells | Human | SaVanT,0.5068427058,66,SaVanT,Human,,HPCA_NK_cells,52
7,Macrophages M2_HPCA_2 | Human | xCell,0.5064082398,67,xCell,Human,,Macrophages M2_HPCA_2,7
7,NK cells | Immune system | Human | PanglaoDB,0.5063254623,68,PanglaoDB,Human,Immune system,NK cells,55
7,MEP_HPCA_3 | Human | xCell,0.5051426689,69,xCell,Human,,MEP_HPCA_3,6
7,IMGN_NK_49CI+_Sp | Mouse | SaVanT,0.5041458686,70,SaVanT,Mouse,,IMGN_NK_49CI+_Sp,44
7,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_NK_CELLS | Human | MSigDB,0.5009746386,71,MSigDB,Human,,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_NK_CELLS,67
7,HPCA_T_cells_CD8+ | Human | SaVanT,0.500812829,72,SaVanT,Human,,HPCA_T_cells_CD8+,50
7,CD8+ Tem_BLUEPRINT_3 | Human | xCell,0.496490785,73,xCell,Human,,CD8+ Tem_BLUEPRINT_3,44
7,NK cells_FANTOM_2 | Human | xCell,0.4957070224,74,xCell,Human,,NK cells_FANTOM_2,6
7,IMGN_NK_DAP12-_Sp | Mouse | SaVanT,0.4953490277,75,SaVanT,Mouse,,IMGN_NK_DAP12-_Sp,42
7,MA_NK_cells | Human | SaVanT,0.4947752747,76,SaVanT,Human,,MA_NK_cells,50
7,CD8+ T cell | Blood | Human | CellMarker,0.4947467277,77,CellMarker,Human,Blood,CD8+ T cell,5
7,Macrophage | Bone marrow | Mouse | CellMarker,0.490412644,78,CellMarker,Mouse,Bone marrow,Macrophage,6
7,Lipofibroblast | Lung | Mouse | CellMarker,0.4874526172,79,CellMarker,Mouse,Lung,Lipofibroblast,7
7,Stem cell | Liver | Human | CellMarker,0.4861548638,80,CellMarker,Human,Liver,Stem cell,8
7,NK cells_HPCA_3 | Human | xCell,0.4854390549,81,xCell,Human,,NK cells_HPCA_3,27
7,IMGN_NK_49CI-_Sp | Mouse | SaVanT,0.4851026935,82,SaVanT,Mouse,,IMGN_NK_49CI-_Sp,48
7,IMGN_NK_Sp | Mouse | SaVanT,0.4841247666,83,SaVanT,Mouse,,IMGN_NK_Sp,43
7,Prostate adenocarcinoma cell | Human | TISSUES,0.4839468456,84,TISSUES,Human,,Prostate adenocarcinoma cell,5
7,CUI_DEVELOPING_HEART_LEFT_ATRIAL_CARDIOMYOCYTE | Human | MSigDB,0.4825928827,85,MSigDB,Human,,CUI_DEVELOPING_HEART_LEFT_ATRIAL_CARDIOMYOCYTE,5
7,Reticulocytes | Blood | Human | PanglaoDB,0.4821824381,86,PanglaoDB,Human,Blood,Reticulocytes,5
7,Reticulocytes | Blood | Mouse | PanglaoDB,0.4821824381,87,PanglaoDB,Mouse,Blood,Reticulocytes,5
7,IMGN_T_8Eff_Sp_OT1_d8_LisOva | Mouse | SaVanT,0.4806164787,88,SaVanT,Mouse,,IMGN_T_8Eff_Sp_OT1_d8_LisOva,49
7,IMGN_T_8Eff_Sp_OT1_d10_LisOva | Mouse | SaVanT,0.4796368264,89,SaVanT,Mouse,,IMGN_T_8Eff_Sp_OT1_d10_LisOva,49
7,Eosinophils | Immune system | Human | PanglaoDB,0.4785659514,90,PanglaoDB,Human,Immune system,Eosinophils,12
7,CD8+ Tem_BLUEPRINT_1 | Human | xCell,0.4776210714,91,xCell,Human,,CD8+ Tem_BLUEPRINT_1,7
7,AIZARANI_LIVER_C1_NK_NKT_CELLS_1 | Human | MSigDB,0.477614184,92,MSigDB,Human,,AIZARANI_LIVER_C1_NK_NKT_CELLS_1,112
7,IMGN_NK_49H+_Sp | Mouse | SaVanT,0.4774068473,93,SaVanT,Mouse,,IMGN_NK_49H+_Sp,42
7,Mammary epithelial cells | Mammary gland | Human | PanglaoDB,0.4756097251,94,PanglaoDB,Human,Mammary gland,Mammary epithelial cells,16
